"","id","target_child_id","gloss","stem","type","part_of_speech","corpus_name","speaker_role","utterance_order"
"931",718259,2202,"hung fur chung fur put those fung furs what a one of these","hang put those what a one of these","imperative_emphatic","v v pro:dem pro:int det:art det:num prep pro:dem","Hall","Target_Child",2930
"932",718312,2377,"is that what you bought","be that what you buy","question","cop pro:dem pro:int pro:per v","Hall","Target_Child",3775
"933",718343,2400,"hold my","hold my","trail off","v det:poss","Hall","Target_Child",3031
"934",719835,2402,"I'm put some grass on here and then I'm gonna put some grass on the bottom that way the flowers pushing the grass out_of the way","I put some grass on here and then I go put some grass on the bottom that way the flower push the grass out_of the way","declarative","pro:sub v qn n prep n coord adv:tem pro:sub part v qn n prep det:art adj adv n det:art n part det:art n prep det:art n","Hall","Target_Child",2912
"935",720555,2402,"hey hey how about gluing it here","hey hey how about glue it here","declarative","co co pro:int adv part pro:per adv","Hall","Target_Child",2947
"936",722025,2402,"that is a flower pushing grass out_of his way out_of his way","that be a flower push grass out_of his way out_of his way","declarative","pro:dem aux det:art n part n prep det:poss adv prep det:poss adv","Hall","Target_Child",3027
"937",722140,2377,"pull","pull","declarative","v","Hall","Target_Child",3977
"938",722193,2402,"that that the flower pushing the grass out_of the way","that that the flower push the grass out_of the way","declarative","comp pro:rel det:art n part det:art n prep det:art n","Hall","Target_Child",3035
"939",722272,2402,"a flower pushing the grass out_of the way","a flower push the grass out_of the way","declarative","det:art n part det:art n prep det:art n","Hall","Target_Child",3039
"940",722918,2405,"wo don't kick me man","do kick me man","declarative","mod v pro:obj n","Hall","Target_Child",1639
"941",723686,2400,"let's hold hands","let hold hand","declarative","v v n","Hall","Target_Child",3346
"942",725769,2377,"say you bought a new bawr bar of your kind of soap","say you buy a new bar of your kind of soap","declarative","v pro:per v det:art adj n prep det:poss n prep n","Hall","Target_Child",4248
"943",726165,2402,"xxx mommy why don't you buy me that","mommy why do you buy me that","declarative","n pro:rel mod pro:per v pro:obj pro:dem","Hall","Target_Child",3327
"944",727228,2377,"mom why'd you buy this kind instead","mom why you buy this kind instead","trail off","n pro:rel pro:per v det:dem adj adv","Hall","Target_Child",4333
"945",727434,1999,"why don't you go in da boat store and buy me one","why do you go in the boat store and buy me one","question","pro:int mod pro:per v prep det:art n n coord v pro:obj pro:indef","Hall","Target_Child",4263
"946",727569,2399,"I I said would you buy me one","I I say will you buy me one","declarative","pro:sub pro:sub v mod pro:per v pro:obj pro:indef","Hall","Target_Child",2674
"947",727658,2399,"you know I have enough money to get you to buy a_lot_of them","you know I have enough money to get you to buy a_lot_of them","declarative","pro:per v pro:sub v adj n inf v pro:per inf v qn pro:obj","Hall","Target_Child",2682
"948",727688,2402,"mom why don't chu buy me finger paint","mom why do you buy me finger paint","question","n pro:rel mod pro:per v pro:obj n n","Hall","Target_Child",3421
"949",727714,2402,"mom why why don't chu buy ee me the one Santa Claus gave me in with the sticks","mom why why do you buy me the one Santa Claus give me in with the stick","question","n pro:rel pro:int mod pro:per v pro:obj det:art pro:indef n:prop n:prop v pro:obj adv prep det:art n","Hall","Target_Child",3423
"950",728002,1999,"why don't you buy me a toy airplane","why do you buy me a toy airplane","question","pro:int mod pro:per v pro:obj det:art n n","Hall","Target_Child",4295
"951",728493,1999,"here no you're suppose to drop it could I try dat okay","here no you suppose to drop it could I try that okay","question","adv qn pro:per v inf v pro:per mod pro:sub v adv adj","Hall","Target_Child",4319
"952",728705,2402,"take that cover off let me see the back","take that cover off let me see the back","declarative","v pro:dem v adv v pro:obj v det:art n","Hall","Target_Child",3480
"953",729194,2202,"they wanna buy food","they want buy food","declarative","pro:sub v v n","Hall","Target_Child",3630
"954",729226,2400,"he he he he pull his tail","he he he he pull his tail","declarative","pro:sub pro:sub pro:sub pro:sub v det:poss n","Hall","Target_Child",3747
"955",729229,2202,"I don't wanna sell rocks do you","I do want sell rock do you","question","pro:sub mod v v n v pro:per","Hall","Target_Child",3633
"956",729348,1999,"a boat kick my xxx Graeme watch out dis you","a boat kick my Graeme watch out this you","question","det:art n v det:poss n:prop v adv det:dem pro:per","Hall","Target_Child",4392
"957",729379,2316,"well will you buy some","well will you buy some","question","co mod pro:per v qn","Hall","Target_Child",3555
"958",730366,2405,"now drop it down just put it in there","now drop it down just put it in there","imperative_emphatic","adv v pro:per adv adv v pro:per prep n","Hall","Target_Child",2197
"959",730377,2405,"okay wait and pull it up","okay wait and pull it up","declarative","co v coord v pro:per adv","Hall","Target_Child",2198
"960",730528,1999,"hanging all the off where's the other beard","hang all the off where the other beard","question","part qn det:art adv pro:int det:art qn n","Hall","Target_Child",4487
"961",730544,2316,"hey mommy when you've finished this I'm cutting these out and gluing dem","hey mommy when you finish this I cut these out and glue them","declarative","co n conj pro:per part det:dem pro:sub part det:dem prep coord part pro:obj","Hall","Target_Child",3653
"962",731012,2377,"then why didn't you buy it tonight","then why do you buy it tonight","question","adv:tem pro:int mod pro:per v pro:per adv:tem","Hall","Target_Child",4615
"963",731684,2202,"come on stop pushing me here","come on stop push me here","declarative","v adv n part pro:obj adv","Hall","Target_Child",3819
"964",731875,2316,"because I'm scare because he said he'll kick me","because I scare because he say he kick me","declarative","conj pro:sub n conj pro:sub v pro:sub v pro:obj","Hall","Target_Child",3759
"965",732101,2402,"n man is holding him on a dog chain","the man be hold him on a dog chain","declarative","det:art n aux part pro:obj prep det:art n n","Hall","Target_Child",3756
"966",732114,2399,"mosquitos don't bite","mosquito do bite","declarative","n mod v","Hall","Target_Child",3007
"967",732559,2317,"mommy bought it for me and it's mine","mommy buy it for me and it mine","declarative","n v pro:per prep pro:obj coord pro:per pro:poss","Hall","Target_Child",3498
"968",732957,2007,"I buy you my dick","I buy you my dick","declarative","pro:sub v pro:per det:poss n","Hall","Target_Child",4995
"969",733063,2007,"I buy some","I buy some","declarative","pro:sub v qn","Hall","Target_Child",5000
"970",734301,2402,"why don't chu buy that record","why do you buy that record","question","pro:int mod pro:per v det:dem n","Hall","Target_Child",3863
"971",734354,2328,"not I dropped","I drop","trail off","pro:sub v","Hall","Target_Child",5977
"972",734786,2399,"a a a ask Graeme he'll tell you where he bought them","a a a ask Graeme he tell you where he buy them","declarative","det:art det:art det:art v n:prop pro:sub v pro:per pro:int pro:sub v pro:obj","Hall","Target_Child",3138
"973",734791,2316,"where no no when a it's in a store where where you buy meat and cookies and s and as someplace and j and I'll show you where we saw we we didn't it was alive when we bought it","where no no when a it in a store where where you buy meat and cookie and and someplace and and I show you where we see we we do it be alive when we buy it","declarative","pro:int qn qn conj det:art pro:per prep det:art n pro:rel pro:rel pro:per n n coord n coord coord adv coord coord pro:sub v pro:per pro:int pro:sub v pro:sub pro:sub mod pro:per cop adj conj pro:sub v pro:per","Hall","Target_Child",3904
"974",734826,2007,"tie my shoe please","tie my shoe please","question","v det:poss n co","Hall","Target_Child",5093
"975",734841,2007,"hey do you know how to tie","hey do you know how to tie","question","co v pro:per v pro:int inf v","Hall","Target_Child",5094
"976",734864,2007,"tie my shoe","tie my shoe","question","v det:poss n","Hall","Target_Child",5096
"977",734878,2202,"you kick me I'll kick you back","you kick me I kick you back","declarative","pro:per v pro:obj pro:sub v pro:per adv","Hall","Target_Child",3986
"978",734884,2007,"tie my shoe","tie my shoe","question","v det:poss n","Hall","Target_Child",5098
"979",734998,2316,"who bought them from in the in there they somebody take them up to here and","who buy them from in the in there they somebody take them up to here and","trail off","pro:rel v pro:obj prep prep det:art prep n pro:sub pro:indef v pro:obj adv prep adv coord","Hall","Target_Child",3920
"980",735024,2007,"for a lady dat won't tie a cop's shoe","for a lady that will tie a cop shoe","declarative","prep det:art n pro:rel mod v det:art adj n","Hall","Target_Child",5111
"981",735094,2007,"and now someone needs to tie my","and now someone need to tie my","trail off","coord adv pro:indef v inf v det:poss","Hall","Target_Child",5117
"982",735152,2007,"he ties fast","he tie fast","declarative","pro:sub v adv","Hall","Target_Child",5122
"983",735209,2007,"all tied Joe","all tie Joe","question","post v n:prop","Hall","Target_Child",5127
"984",735263,2316,"right and before we bought it he his arm was off den when we somebody touched it and pulled it out","right and before we buy it he his arm be off then when somebody touch it and pull it out","declarative","adv coord conj pro:sub v pro:per pro:sub det:poss n cop adv adv:tem conj pro:indef v pro:per coord v pro:per adv","Hall","Target_Child",3940
"985",735303,2316,"somebody pulled it out and da lobster got bit somebody with the other arm","somebody pull it out and the lobster get bite somebody with the other arm","declarative","pro:indef v pro:per adv coord det:art n v v pro:indef prep det:art qn n","Hall","Target_Child",3943
"986",735344,2007,"let's go in a park my shoe's tied","let go in the park my shoe tie","declarative","v v prep det:art n det:poss adj part","Hall","Target_Child",5138
"987",735582,2377,"wanna punch it","want punch it","question","v v pro:per","Hall","Target_Child",4896
"988",735694,2316,"and it was already glued everytime you try to mess it up it's still glued","and it be already glue everytime you try to mess it up it still glue","declarative","coord pro:per aux adv part adv:tem pro:per v inf v pro:per adv pro:per adv part","Hall","Target_Child",3974
"989",735718,2317,"I almost pulled on it","I almost pull on it","declarative","pro:sub adv part prep pro:per","Hall","Target_Child",3698
"990",735991,2316,"yeah but if you put your finger in there they'll bite you","yeah but if you put your finger in there they bite you","declarative","co conj conj pro:per v det:poss n prep n pro:sub v pro:per","Hall","Target_Child",3996
"991",736030,2316,"bite them","bite them","declarative","v pro:obj","Hall","Target_Child",3999
"992",736139,2402,"I just cannot hold it","I just can hold it","question","pro:sub adv mod v pro:per","Hall","Target_Child",4004
"993",736252,2328,"I pull one out","I pull one out","declarative","pro:sub v det:num adv","Hall","Target_Child",6130
"994",736325,2402,"why always why I pull it in it goes farther down","why always when I pull it in it go far down","question","pro:rel adv conj pro:sub v pro:per prep pro:per v adj adv","Hall","Target_Child",4019
"995",736439,2316,"but I was afraid it might be dropped in xxx it might hurt you","but I be afraid it might be drop in it might hurt you","declarative","conj pro:sub cop adj pro:per mod aux part prep pro:per mod v pro:per","Hall","Target_Child",4034
